id,title,description,link,image_link,additional_image_link,availability,availability_date,sale_price_effective_date,price,sale_price,product_type,google_product_category,gtin,brand,mpn,identifier_exists,condition,is_bundle,age_group,color,gender,material,pattern,size,item_group_id,shipping,size_type,size_system,shipping_label,adult,multipack,mobile_link,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,unit_pricing_measure,expiration_date,energy_efficiency_class,promotion_id,adwords_redirect,style[0]
ND1210,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-EN,yes,new,no,,,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-1,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/08/IMG_2142.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-1-EN,yes,new,no,,Black,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-5,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_beige?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/08/IMG_2143.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-5-EN,yes,new,no,,Beige,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_beige?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-3,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_burgundy?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_96080.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-3-EN,yes,new,no,,Burgundy,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_burgundy?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-10,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_all-black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_96201.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-10-EN,yes,new,no,,All Black,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_all-black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-7,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_96149.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-7-EN,yes,new,no,,Blue,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-2,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_gray?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_96175.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-2-EN,yes,new,no,,Gray,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_gray?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-8,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_pink?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_96231.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-8-EN,yes,new,no,,Pink,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_pink?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1210-17,Siena Nexus Phone Crossbody Bag,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_purple?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_96127.jpg,,in stock,,,69.99 USD,,Backpacks & Wallets,100,,Nordace,ND1210-17-EN,yes,new,no,,Purple,,,,,ND1210-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/siena-nexus-phone-crossbody-bag_purple?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-EN,yes,new,no,,,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119-1,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_black-brown?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/03/ND1119-1-2.jpg,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-1-EN,yes,new,no,,Black Brown,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_black-brown?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119-5,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_beige?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/03/ND1119-5-2.jpg,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-5-EN,yes,new,no,,Beige,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_beige?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119-4,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/03/ND1119-4-2.jpg,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-4-EN,yes,new,no,,Blue,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119-6,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_green?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/03/ND1119-6-2.jpg,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-6-EN,yes,new,no,,Green,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_green?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119-3,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_red?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/03/ND1119-3-6.jpg,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-3-EN,yes,new,no,,Red,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_red?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1119-12,Siena Pro 17 Backpack,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_purple-navy?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/12/GP3A9625.jpg,,in stock,,,129.99 USD,,Backpacks & Wallets,100,,Nordace,ND1119-12-EN,yes,new,no,,Purple Navy,,,,,ND1119-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-pro-17-backpack_purple-navy?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1217,Siena Hobo Crossbody Bag,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,79.99 USD,,Backpacks & Wallets,100,,Nordace,ND1217-EN,yes,new,no,,,,,,,ND1217-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1217-5,Siena Hobo Crossbody Bag,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_beige?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/12/ND1217-5-3.jpg,,in stock,,,79.99 USD,,Backpacks & Wallets,100,,Nordace,ND1217-5-EN,yes,new,no,,Beige,,,,,ND1217-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_beige?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1217-1,Siena Hobo Crossbody Bag,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_black-brown?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/12/ND1217-1-2.jpg,,in stock,,,79.99 USD,,Backpacks & Wallets,100,,Nordace,ND1217-1-EN,yes,new,no,,Black Brown,,,,,ND1217-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_black-brown?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1217-10,Siena Hobo Crossbody Bag,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_all-black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_94726.jpg,,in stock,,,79.99 USD,,Backpacks & Wallets,100,,Nordace,ND1217-10-EN,yes,new,no,,All Black,,,,,ND1217-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_all-black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1217-7,Siena Hobo Crossbody Bag,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_94727-1.jpg,,in stock,,,79.99 USD,,Backpacks & Wallets,100,,Nordace,ND1217-7-EN,yes,new,no,,Blue,,,,,ND1217-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1217-2,Siena Hobo Crossbody Bag,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_gray?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2025/06/IMG_94870-1.jpg,,in stock,,,79.99 USD,,Backpacks & Wallets,100,,Nordace,ND1217-2-EN,yes,new,no,,Gray,,,,,ND1217-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-siena-hobo-crossbody-bag_gray?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
