id,title,description,link,image_link,additional_image_link,availability,availability_date,sale_price_effective_date,price,sale_price,product_type,google_product_category,gtin,brand,mpn,identifier_exists,condition,is_bundle,age_group,color,gender,material,pattern,size,item_group_id,shipping,size_type,size_system,shipping_label,adult,multipack,mobile_link,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,unit_pricing_measure,expiration_date,energy_efficiency_class,promotion_id,adwords_redirect,style[0]
ND1034-14,Nordace Travel Wallet – Smart & RFID Blocking Wallet,,https://lp.nordace.com/dpalink/nordace-travel-wallet-smart-rfid-blocking-wallet_khaki?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2020/11/Travel-wallet-edit-5-of-5.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1034-14-EN,yes,new,no,,Khaki,,,,,ND1034-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-travel-wallet-smart-rfid-blocking-wallet_khaki?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1034-7,Nordace Travel Wallet – Smart & RFID Blocking Wallet,,https://lp.nordace.com/dpalink/nordace-travel-wallet-smart-rfid-blocking-wallet_navy-blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2020/11/ND1034-7-5.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1034-7-EN,yes,new,no,,Navy Blue,,,,,ND1034-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-travel-wallet-smart-rfid-blocking-wallet_navy-blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1030-5,Nordace Hinz - Tote Bag For Work,,https://lp.nordace.com/dpalink/nordace-hinz-innovative-tote-bag-for-travel-work?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,125 USD,99.99 USD,Backpacks & Wallets,100,,Nordace,ND1030-5-EN,yes,new,no,,,,,,,ND1030-5-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-hinz-innovative-tote-bag-for-travel-work?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1030-1,Nordace Hinz - Tote Bag For Work,,https://lp.nordace.com/dpalink/nordace-hinz-innovative-tote-bag-for-travel-work_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2022/01/Hinz-Black-1.jpg,,in stock,,,125 USD,99.99 USD,Backpacks & Wallets,100,,Nordace,ND1030-1-EN,yes,new,no,,Black,,,,,ND1030-5-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-hinz-innovative-tote-bag-for-travel-work_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1030-9,Nordace Hinz - Tote Bag For Work,,https://lp.nordace.com/dpalink/nordace-hinz-innovative-tote-bag-for-travel-work_black-brown?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2022/11/ND1030-01.jpg,,in stock,,,125 USD,99.99 USD,Backpacks & Wallets,100,,Nordace,ND1030-9-EN,yes,new,no,,Black Brown,,,,,ND1030-5-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-hinz-innovative-tote-bag-for-travel-work_black-brown?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1053,Nordace Gisborne Anti-theft Waist Bag,,https://lp.nordace.com/dpalink/nordace-gisborne-anti-theft-waist-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,29.99 USD,,Backpacks & Wallets,100,,Nordace,ND1053-EN,yes,new,no,,,,,,,,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-gisborne-anti-theft-waist-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-EN,yes,new,no,,,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220-1,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/10/IMG_5506.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-1-EN,yes,new,no,,Black,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220-4,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/10/IMG_5472.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-4-EN,yes,new,no,,Blue,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220-2,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_gray?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/10/IMG_5499.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-2-EN,yes,new,no,,Gray,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_gray?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220-9,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_olive?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/10/IMG_5481.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-9-EN,yes,new,no,,Olive,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_olive?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220-7,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_navy-blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/10/IMG_5454-Photoroom.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-7-EN,yes,new,no,,Navy Blue,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_navy-blue?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1220-6,Nordace Slippella Mini Umbrella,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_mint?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2024/10/IMG_5489-Photoroom.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1220-6-EN,yes,new,no,,Mint,,,,,ND1220-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-slippella-mini-umbrella_mint?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1042,Nordace Alyth Foldable Travel Duffel Bag,,https://lp.nordace.com/dpalink/alyth-foldable-travel-duffel-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1042-EN,yes,new,no,,,,,,,ND1042-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/alyth-foldable-travel-duffel-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1042,Nordace Alyth Foldable Travel Duffel Bag,,https://lp.nordace.com/dpalink/alyth-foldable-travel-duffel-bag_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2020/03/travel_duffel_1.jpg,,in stock,,,49.99 USD,,Backpacks & Wallets,100,,Nordace,ND1042-EN,yes,new,no,,Black,,,,,ND1042-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/alyth-foldable-travel-duffel-bag_black?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1093,Nordace Leiden Smart Duffel Bag,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,130 USD,99.99 USD,Backpacks & Wallets,100,,Nordace,ND1093-EN,yes,new,no,,,,,,,ND1093-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1093-1,Nordace Leiden Smart Duffel Bag,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_black_13-3?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/01/ND1095-112.jpg,,in stock,,,130 USD,99.99 USD,Backpacks & Wallets,100,,Nordace,ND1093-1-EN,yes,new,no,,Black,,,,13 3,ND1093-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_black_13-3?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1111-1,Nordace Leiden Smart Duffel Bag,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_black_15-6?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/01/ND1111-1-05.jpg,,in stock,,,139.99 USD,88.88 USD,Backpacks & Wallets,100,,Nordace,ND1111-1-EN,yes,new,no,,Black,,,,15 6,ND1093-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_black_15-6?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1093-5,Nordace Leiden Smart Duffel Bag,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_khaki_13-3?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2022/02/ND1093-5-08.jpg,,in stock,,,130 USD,99.99 USD,Backpacks & Wallets,100,,Nordace,ND1093-5-EN,yes,new,no,,Khaki,,,,13 3,ND1093-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_khaki_13-3?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1111-5,Nordace Leiden Smart Duffel Bag,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_khaki_15-6?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},https://nordace.com/wp-content/uploads/2023/01/ND1111-5-03.jpg,,in stock,,,139.99 USD,88.88 USD,Backpacks & Wallets,100,,Nordace,ND1111-5-EN,yes,new,no,,Khaki,,,,15 6,ND1093-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-leiden-smart-duffel-bag_khaki_15-6?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
ND1113,Nordace Aerial Infinity 15 Backpack,,https://lp.nordace.com/dpalink/nordace-aerial-infinity-backpack?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},,,in stock,,,129.99 USD,119 USD,Backpacks & Wallets,100,,Nordace,ND1113-EN,yes,new,no,,,,,,,ND1113-GROUP,,,,,no,,,English,en,,,single,,,,,https://lp.nordace.com/dpalink/nordace-aerial-infinity-backpack?utm_source=Facebook_DPA&utm_campaign={{campaign.name}}_{{adset.name}}&utm_medium={{adset.id}}&utm_content={{ad.id}}_{{ad.name}}&cmpid=69844dedca420a8b8b43f68e&sub1={{ad.id}}&sub2={{adset.id}}&sub3={{campaign.id}}&sub4={{ad.name}}&sub5={{adset.name}}&sub6={{campaign.name}}&sub7={{site_source_name}}&sub9=Meta&ref_id={{fbclid}},
